wake,estimatedSleep,coffee,actualSleep
23400,8.0,4.0,32353
29700,7.25,1.0,27468
18000,7.0,5.0,29794
31500,5.0,1.0,19362
21600,6.0,7.0,27638
28800,6.75,4.0,28365
68400,5.75,4.0,24673
20700,8.5,2.0,32785
33300,8.5,1.0,31960
23400,6.75,3.0,27458
19800,6.75,4.0,27876
22500,7.5,8.0,34181
18900,6.75,1.0,25640
34200,7.25,3.0,28949
62100,9.5,2.0,36424
34200,5.25,2.0,21040
30600,9.5,2.0,36366
18900,5.25,1.0,20139
18900,9.5,5.0,39019
34200,9.75,6.0,40726
33300,6.75,3.0,27319
19800,7.75,2.0,29938
25200,5.25,7.0,25659
20700,6.75,2.0,26518
54000,8.75,1.0,32859
17100,5.5,1.0,21051
57600,8.5,3.0,33376
21600,6.75,2.0,26385
29700,6.25,3.0,25344
25200,10.0,2.0,38044
29700,5.0,2.0,20215
25200,6.25,9.0,30893
28800,10.0,1.0,37257
23400,5.5,1.0,21070
23400,6.25,3.0,25304
75600,8.0,3.0,31951
20700,5.5,7.0,25934
21600,9.25,2.0,35511
0,9.25,3.0,36099
33300,9.75,1.0,36362
29700,5.75,1.0,21957
26100,5.25,2.0,21168
22500,6.5,1.0,24732
33300,8.5,1.0,31958
31500,7.5,1.0,28284
28800,5.25,1.0,20200
20700,7.0,1.0,26540
35100,5.75,1.0,22009
18900,8.5,6.0,36353
18000,9.75,4.0,39071
30600,8.75,9.0,39241
21600,7.25,1.0,27492
33300,5.5,1.0,21144
27900,6.25,8.0,29146
24300,8.75,2.0,33517
19800,7.5,5.0,31943
35100,9.0,6.0,38291
21600,9.0,1.0,33757
24300,9.5,4.0,38020
23400,9.0,1.0,33752
19800,7.75,3.0,30952
15300,8.75,2.0,33481
27900,5.25,2.0,21003
18000,6.75,7.0,30938
22500,8.75,7.0,38171
30600,6.75,1.0,25605
9000,8.25,4.0,33757
26100,5.0,2.0,20060
23400,5.5,6.0,24958
30600,8.5,1.0,31881
27900,7.25,1.0,27448
30600,9.5,9.0,42377
35100,7.0,3.0,28300
18000,5.5,3.0,22546
35100,5.5,4.0,23802
21600,9.5,8.0,41233
35100,8.5,2.0,32886
34200,5.0,8.0,25046
29700,5.25,1.0,20163
18000,7.25,4.0,29902
27000,10.0,7.0,42127
44100,7.5,2.0,29055
34200,9.25,3.0,36047
28800,5.25,2.0,21138
27900,5.5,6.0,25263
32400,8.5,1.0,31843
29700,8.25,6.0,35379
27000,8.25,4.0,33511
25200,9.25,6.0,38974
30600,5.75,8.0,28248
29700,6.25,6.0,27842
20700,9.5,1.0,35517
45000,7.5,1.0,28267
21600,8.25,1.0,31048
37800,7.75,1.0,29201
54000,8.25,1.0,31060
18900,10.0,6.0,41530
30600,8.0,7.0,35364
28800,8.5,7.0,36980
27000,9.25,2.0,35478
19800,7.5,1.0,28395
22500,6.75,1.0,25639
24300,6.25,2.0,24494
19800,9.25,7.0,39361
31500,6.25,10.0,31885
27000,5.75,1.0,22067
20700,8.5,2.0,32699
18900,6.75,5.0,28742
29700,8.25,4.0,33469
25200,9.75,3.0,37855
30600,6.0,1.0,22930
21600,9.25,1.0,34573
28800,5.0,2.0,20020
34200,9.25,1.0,34605
18900,8.75,2.0,33657
25200,7.5,1.0,28254
18000,7.25,1.0,27315
71100,7.5,2.0,29221
33300,7.5,10.0,35418
19800,5.25,1.0,20182
25200,6.0,2.0,23670
34200,7.5,1.0,28396
65700,8.5,7.0,36918
27900,7.5,1.0,28337
21600,6.5,3.0,26428
31500,7.25,4.0,29885
30600,5.0,7.0,24442
26100,7.5,3.0,29797
20700,10.0,5.0,40371
18000,6.5,10.0,31779
51300,6.25,6.0,28245
26100,7.75,1.0,29190
20700,7.25,1.0,27350
21600,6.0,2.0,23728
57600,5.25,1.0,20155
27000,9.5,2.0,36322
23400,6.75,1.0,25553
23400,7.5,2.0,29135
55800,8.75,3.0,34376
26100,10.0,1.0,37307
34200,5.5,3.0,22681
18000,7.75,10.0,36676
71100,5.25,1.0,20168
72000,6.5,1.0,24736
31500,7.0,8.0,32365
30600,8.5,3.0,33450
21600,6.25,7.0,28938
48600,5.75,6.0,26079
73800,6.25,2.0,24506
54900,7.5,7.0,33270
26100,7.0,1.0,26491
62100,6.0,1.0,22858
22500,8.5,1.0,31879
26100,10.0,2.0,38155
35100,7.5,2.0,29089
22500,6.75,7.0,30574
25200,7.75,4.0,31894
20700,10.0,1.0,37236
19800,6.0,1.0,22910
26100,10.0,3.0,38778
35100,8.5,1.0,31869
23400,10.0,3.0,39133
33300,6.25,9.0,30836
19800,9.75,4.0,38761
23400,9.0,7.0,38355
31500,7.5,2.0,29186
23400,9.75,3.0,37994
18000,6.25,1.0,23749
20700,5.5,2.0,21968
34200,9.75,1.0,36468
22500,10.0,1.0,37346
20700,7.0,3.0,28360
53100,5.0,1.0,19351
24300,5.25,1.0,20225
60300,8.75,3.0,34480
24300,6.0,5.0,26531
19800,8.5,1.0,31874
30600,5.75,1.0,22005
29700,5.75,1.0,21969
25200,8.0,1.0,30085
26100,7.75,3.0,30802
33300,10.0,2.0,38157
28800,6.0,4.0,25211
32400,5.25,1.0,20147
18900,5.25,1.0,20217
21600,7.25,3.0,29045
61200,7.0,1.0,26508
32400,8.25,8.0,36850
22500,6.5,2.0,25543
21600,7.5,1.0,28327
23400,7.0,3.0,28027
21600,5.0,9.0,26149
20700,8.25,1.0,31098
18900,5.75,1.0,22064
19800,8.0,1.0,30151
27000,7.5,1.0,28313
29700,8.0,5.0,33615
34200,9.75,2.0,37180
47700,7.25,3.0,29228
21600,9.5,8.0,40857
28800,9.0,1.0,33762
30600,5.0,2.0,20274
63900,7.5,1.0,28292
33300,8.75,2.0,33574
80100,9.25,1.0,34622
21600,8.0,1.0,30169
33300,7.75,2.0,29928
21600,6.75,5.0,29252
26100,9.25,3.0,36275
34200,7.0,3.0,28328
31500,6.5,3.0,26270
26100,9.0,1.0,33761
26100,7.75,2.0,29963
33300,7.0,1.0,26473
27000,5.5,2.0,22028
28800,8.0,2.0,30817
26100,9.75,5.0,39776
18000,5.0,3.0,21139
18900,7.0,1.0,26482
29700,8.5,1.0,31868
32400,7.0,3.0,28318
29700,9.5,5.0,39023
27900,9.25,7.0,39632
31500,9.75,7.0,41290
30600,7.0,1.0,26488
18900,6.5,10.0,32089
29700,8.75,1.0,32772
27900,5.75,2.0,22937
26100,5.25,9.0,26479
29700,8.5,2.0,32654
19800,8.5,3.0,33525
33300,9.0,1.0,33727
19800,6.25,6.0,28110
23400,6.5,4.0,27347
34200,6.25,1.0,23847
22500,9.5,6.0,39647
30600,7.5,1.0,28297
29700,7.25,1.0,27371
22500,8.75,4.0,35235
55800,8.5,3.0,33629
26100,7.5,1.0,28239
22500,6.5,1.0,24655
24300,8.5,1.0,31917
23400,5.25,1.0,20187
13500,9.75,1.0,36383
31500,9.75,10.0,44223
25200,7.5,4.0,30603
19800,7.5,3.0,30185
18900,7.0,1.0,26558
62100,6.25,6.0,27841
19800,9.25,2.0,35332
30600,5.5,1.0,21096
20700,5.0,2.0,20177
30600,9.0,1.0,33729
18900,10.0,1.0,37264
34200,6.75,4.0,28129
28800,9.5,1.0,35491
9900,8.5,9.0,39031
67500,5.25,8.0,26420
24300,5.0,3.0,21123
27000,9.0,9.0,39850
18000,7.5,4.0,30912
36900,6.25,1.0,23859
27900,8.5,7.0,37050
29700,5.0,3.0,20965
82800,5.75,8.0,27384
23400,9.75,3.0,38288
18000,9.75,2.0,37360
23400,5.5,5.0,24167
29700,7.5,9.0,34703
68400,5.0,1.0,19289
35100,9.75,8.0,42276
32400,5.0,2.0,20226
29700,9.0,3.0,35452
30600,9.0,1.0,33678
19800,10.0,2.0,38093
35100,6.0,2.0,23757
18000,9.75,1.0,36460
31500,8.5,1.0,31967
27000,8.75,1.0,32866
30600,7.0,2.0,27270
22500,8.0,4.0,32862
34200,7.0,1.0,26541
19800,8.5,2.0,32866
26100,7.5,4.0,30524
35100,6.0,10.0,29711
23400,9.0,1.0,33659
35100,8.25,4.0,33412
18900,6.75,7.0,31062
18000,5.5,4.0,23461
28800,7.75,2.0,30143
27000,8.25,10.0,38568
18900,7.25,6.0,31906
27000,9.0,8.0,39503
54000,5.75,3.0,23651
33300,7.5,10.0,36373
33300,6.0,2.0,23752
34200,6.75,1.0,25678
35100,5.0,10.0,26133
31500,6.75,1.0,25663
19800,6.25,1.0,23871
18000,6.5,3.0,26384
19800,10.0,1.0,37328
21600,9.0,4.0,36181
22500,8.5,10.0,38703
23400,5.5,1.0,21098
35100,7.25,10.0,34830
30600,6.25,2.0,24526
33300,8.5,2.0,32848
18900,10.0,5.0,40543
16200,6.25,7.0,28534
29700,9.75,2.0,37339
26100,6.75,3.0,27249
34200,9.25,3.0,36102
28800,9.75,1.0,36406
18000,5.25,1.0,20271
29700,6.0,1.0,22835
54000,7.75,3.0,30730
18000,5.75,1.0,22042
22500,8.75,7.0,37343
28800,8.25,4.0,33394
34200,9.25,1.0,34621
29700,7.25,5.0,31020
19800,5.0,1.0,19299
35100,5.25,6.0,24021
24300,6.5,5.0,27843
18900,9.5,3.0,37092
34200,7.5,2.0,29266
40500,8.0,3.0,32000
33300,5.75,2.0,22991
31500,9.0,1.0,33683
28800,9.0,7.0,38531
35100,9.25,6.0,38532
21600,9.75,6.0,40325
18900,8.25,3.0,32517
18000,9.25,2.0,35504
27000,9.75,9.0,42437
18000,8.0,1.0,30058
34200,9.75,1.0,36451
31500,9.25,4.0,36981
32400,5.75,3.0,23617
18000,5.75,1.0,21972
31500,5.0,1.0,19241
31500,8.0,1.0,30088
33300,5.5,1.0,21037
18000,6.75,4.0,27855
27000,9.75,1.0,36431
24300,5.5,5.0,24193
29700,5.75,7.0,27041
21600,5.75,2.0,22981
31500,8.75,6.0,36729
27900,6.5,1.0,24789
28800,9.5,10.0,43496
23400,5.0,4.0,21539
45000,5.5,7.0,26491
25200,5.5,1.0,21143
29700,10.0,2.0,38263
63900,8.5,1.0,31859
28800,5.0,3.0,20913
27000,7.75,1.0,29222
18000,10.0,1.0,37337
27900,9.0,2.0,34586
30600,9.0,1.0,33740
18900,5.25,2.0,21102
18000,6.25,8.0,29550
23400,9.75,3.0,37913
19800,5.25,3.0,21985
29700,9.75,2.0,37341
30600,7.75,1.0,29191
18900,7.0,2.0,27239
18000,6.0,1.0,22874
73800,9.5,2.0,36281
33300,5.5,3.0,22726
29700,5.25,4.0,22950
0,6.0,1.0,22942
35100,9.75,1.0,36417
34200,6.25,1.0,23854
19800,8.0,4.0,32738
34200,7.25,1.0,27358
21600,6.5,1.0,24737
35100,5.5,1.0,21161
26100,8.5,9.0,38351
18900,6.25,10.0,31144
49500,5.25,3.0,22036
33300,6.5,2.0,25537
19800,9.0,1.0,33771
35100,7.25,1.0,27472
35100,7.5,3.0,30172
35100,5.25,1.0,20234
24300,6.25,7.0,28982
18000,8.0,1.0,30077
18000,6.75,3.0,27235
26100,8.75,1.0,32747
23400,6.75,10.0,32402
33300,7.0,1.0,26434
23400,5.75,4.0,24237
21600,8.5,6.0,35950
77400,5.25,9.0,26445
19800,7.0,6.0,30877
18900,5.75,6.0,26383
34200,7.75,1.0,29199
61200,6.0,1.0,22885
18900,8.5,3.0,33552
26100,8.5,1.0,31897
27000,6.25,2.0,24666
28800,7.25,2.0,28374
24300,7.0,2.0,27392
35100,9.0,2.0,34489
27000,7.75,1.0,29230
31500,6.25,2.0,24715
24300,9.25,4.0,37131
66600,7.25,1.0,27377
27900,7.0,6.0,30708
25200,10.0,7.0,42420
30600,6.0,7.0,28326
28800,8.0,9.0,37124
23400,8.5,2.0,32808
84600,7.5,9.0,34745
29700,8.0,1.0,30144
30600,6.5,2.0,25610
24300,8.75,10.0,41000
25200,5.75,3.0,23863
25200,9.25,4.0,36945
24300,9.25,10.0,42787
29700,7.75,1.0,29223
23400,5.75,6.0,25880
33300,7.5,8.0,34034
26100,7.5,4.0,30778
49500,8.25,1.0,30948
35100,9.25,1.0,34638
20700,5.0,3.0,21057
26100,8.75,8.0,38255
32400,5.75,1.0,22078
85500,5.75,1.0,22071
26100,7.5,4.0,30984
19800,5.25,7.0,25111
27900,9.5,9.0,42388
19800,8.75,3.0,34597
32400,10.0,3.0,38974
20700,8.75,2.0,33705
20700,8.5,4.0,34443
22500,10.0,5.0,40502
25200,6.0,1.0,22963
55800,6.5,1.0,24662
32400,8.0,1.0,30096
32400,5.75,2.0,22878
25200,5.75,6.0,25808
25200,7.25,3.0,29162
33300,5.0,4.0,21778
28800,5.25,6.0,24398
35100,8.5,1.0,31838
18900,5.0,3.0,20875
31500,9.5,5.0,39088
23400,9.75,2.0,37247
28800,6.75,7.0,30934
45900,8.0,1.0,30134
33300,8.0,8.0,35877
30600,7.25,6.0,31325
29700,5.0,5.0,22822
42300,5.75,1.0,22014
72900,6.0,2.0,23866
35100,7.5,1.0,28367
26100,5.0,1.0,19327
34200,5.5,3.0,22708
58500,5.25,6.0,24438
33300,5.0,3.0,20849
18000,6.75,3.0,27122
33300,6.25,10.0,30969
25200,8.75,2.0,33781
27900,7.5,2.0,29012
18000,9.25,2.0,35439
25200,10.0,6.0,41468
33300,9.75,3.0,38122
22500,9.5,4.0,37791
22500,8.25,1.0,31046
30600,7.75,1.0,29251
25200,9.0,1.0,33719
18900,6.75,1.0,25578
35100,5.75,6.0,26001
32400,6.5,4.0,27058
35100,6.5,2.0,25684
23400,6.25,8.0,30187
20700,7.5,1.0,28270
35100,6.75,3.0,27243
18000,5.75,1.0,21936
28800,8.75,3.0,34328
26100,8.25,2.0,31692
29700,9.0,4.0,36049
22500,6.5,9.0,31557
24300,7.75,2.0,30146
28800,6.5,1.0,24644
21600,7.0,3.0,28174
18000,5.25,1.0,20157
19800,8.0,7.0,35073
26100,7.25,10.0,34508
18900,7.5,1.0,28277
22500,8.75,1.0,32858
32400,5.5,5.0,24619
27900,7.25,1.0,27329
34200,9.75,2.0,37108
20700,5.25,3.0,21893
24300,7.0,8.0,32584
22500,6.0,1.0,22926
19800,7.0,3.0,28043
18000,5.0,4.0,22021
30600,9.75,2.0,37310
35100,8.25,3.0,32563
56700,5.5,1.0,21115
27000,10.0,1.0,37382
19800,5.75,1.0,21961
44100,5.25,1.0,20280
35100,8.0,1.0,30027
28800,7.5,1.0,28260
34200,8.5,6.0,36388
28800,7.25,3.0,28988
33300,5.0,3.0,21013
27000,7.0,2.0,27289
20700,7.75,10.0,36284
33300,6.0,10.0,30896
21600,5.0,8.0,24818
28800,5.25,3.0,21873
23400,7.75,4.0,31945
70200,5.25,5.0,23275
19800,5.25,7.0,25559
85500,8.5,1.0,31942
34200,9.75,7.0,41432
25200,6.0,5.0,26012
33300,10.0,10.0,44780
33300,10.0,10.0,44307
29700,10.0,3.0,39140
21600,8.0,3.0,31621
27900,9.5,1.0,35490
26100,6.0,1.0,22891
25200,9.5,1.0,35549
27900,7.5,10.0,35577
18900,10.0,5.0,40805
26100,8.5,6.0,35724
25200,8.75,8.0,38447
82800,7.25,3.0,29144
29700,7.0,1.0,26506
29700,6.5,7.0,30195
29700,7.75,3.0,31060
27000,7.5,1.0,28315
19800,7.0,4.0,28786
24300,7.0,5.0,29826
18900,9.25,1.0,34676
28800,6.25,1.0,23801
23400,5.75,2.0,22748
20700,5.0,1.0,19269
26100,7.5,4.0,30868
30600,10.0,1.0,37292
21600,7.75,2.0,30132
35100,7.0,8.0,32060
27000,9.5,1.0,35574
25200,7.75,2.0,30105
28800,9.5,8.0,41212
47700,6.25,2.0,24644
35100,7.25,6.0,31270
29700,9.75,2.0,37124
67500,7.5,3.0,30051
19800,9.25,2.0,35416
32400,6.5,4.0,27069
20700,6.5,2.0,25640
33300,8.25,1.0,31016
30600,7.0,2.0,27262
31500,8.0,9.0,36950
26100,8.5,1.0,31916
28800,9.75,2.0,37124
35100,8.75,2.0,33692
33300,7.75,5.0,32577
17100,6.25,3.0,25445
26100,10.0,1.0,37353
21600,7.0,1.0,26552
65700,7.25,2.0,28321
24300,9.5,1.0,35448
27900,8.25,3.0,32650
35100,9.75,3.0,38035
18000,5.5,1.0,21100
32400,5.0,1.0,19283
31500,6.0,8.0,28400
18000,6.0,3.0,24709
34200,5.25,3.0,21815
66600,9.25,3.0,36160
21600,5.0,9.0,25704
18900,8.25,1.0,31028
18000,6.75,1.0,25547
25200,7.25,2.0,28341
21600,6.5,7.0,29727
31500,8.75,1.0,32835
18900,9.0,1.0,33699
31500,9.75,3.0,38215
19800,7.5,1.0,28226
24300,7.5,3.0,30152
31500,8.75,3.0,34576
31500,5.5,9.0,28212
18000,7.25,3.0,29216
21600,8.5,1.0,31973
20700,9.0,4.0,36126
27000,5.75,6.0,26127
20700,7.0,4.0,28973
21600,7.5,10.0,35384
32400,8.0,3.0,31863
24300,9.0,1.0,33772
23400,6.5,3.0,26286
83700,10.0,4.0,39938
28800,6.5,8.0,30302
18900,6.75,2.0,26387
29700,8.75,8.0,38255
20700,7.5,2.0,29262
14400,9.5,2.0,36417
34200,7.25,1.0,27417
18900,9.5,9.0,42233
31500,8.75,2.0,33721
19800,9.75,1.0,36461
72900,10.0,1.0,37231
24300,5.0,2.0,20091
23400,9.75,6.0,40725
28800,9.5,8.0,41466
83700,7.0,3.0,28389
25200,5.5,2.0,21902
19800,7.5,10.0,35390
21600,8.5,2.0,32806
13500,5.0,3.0,20853
30600,10.0,2.0,38199
33300,7.25,6.0,31280
24300,6.75,6.0,30172
24300,5.0,3.0,20833
31500,7.0,1.0,26576
18000,6.75,6.0,29639
35100,8.75,9.0,39349
21600,6.0,3.0,24696
25200,9.75,1.0,36402
71100,8.0,1.0,30069
24300,8.5,3.0,33433
63000,8.75,1.0,32851
29700,5.0,1.0,19278
18900,9.5,1.0,35467
33300,5.0,7.0,24792
32400,5.25,3.0,22058
18900,5.0,1.0,19325
22500,9.25,6.0,38768
20700,7.0,2.0,27419
18000,9.5,1.0,35557
25200,5.0,7.0,24099
30600,10.0,2.0,38062
20700,8.75,7.0,37703
47700,7.5,7.0,33695
26100,6.0,10.0,30286
20700,8.25,3.0,32672
22500,6.75,1.0,25619
35100,5.75,1.0,22011
26100,9.25,3.0,36457
19800,8.75,1.0,32787
18000,7.0,3.0,28115
29700,10.0,1.0,37252
20700,5.5,1.0,21069
18000,5.25,8.0,25692
34200,8.75,6.0,36864
18900,5.25,1.0,20146
45000,7.5,1.0,28279
9000,9.25,1.0,34665
26100,6.0,3.0,24730
29700,6.75,1.0,25516
24300,9.5,9.0,42623
27900,7.25,1.0,27435
21600,6.25,7.0,28878
23400,7.75,1.0,29215
25200,7.75,3.0,30813
33300,10.0,2.0,38209
20700,6.25,7.0,28456
19800,5.25,1.0,20188
32400,9.75,2.0,37213
25200,6.25,2.0,24786
19800,9.5,3.0,37089
30600,7.75,1.0,29227
21600,8.25,4.0,33356
35100,5.0,3.0,20875
26100,5.0,1.0,19236
25200,9.75,1.0,36455
28800,9.5,4.0,38001
28800,9.75,9.0,43294
28800,9.0,1.0,33700
18900,8.5,2.0,32709
26100,7.75,1.0,29191
29700,9.25,4.0,36965
20700,9.25,2.0,35384
21600,6.0,6.0,26714
27000,8.0,7.0,35326
32400,6.0,1.0,22966
19800,9.0,3.0,35233
18900,6.25,1.0,23867
20700,8.25,5.0,34314
27000,5.25,4.0,22781
18000,5.5,3.0,22923
30600,5.25,9.0,26424
20700,5.0,3.0,20898
19800,7.25,2.0,28296
23400,6.0,3.0,24546
27900,5.25,2.0,20934
19800,6.25,1.0,23782
25200,9.0,1.0,33693
19800,6.5,2.0,25529
18900,5.5,10.0,28641
28800,9.5,4.0,37940
32400,9.0,6.0,37528
23400,5.25,8.0,25929
26100,5.5,1.0,21049
22500,8.5,9.0,38016
27000,8.25,2.0,31953
18900,8.5,2.0,32884
27900,6.5,1.0,24670
34200,8.25,2.0,31943
28800,7.5,1.0,28330
34200,5.0,3.0,20832
22500,6.0,3.0,24757
45900,10.0,1.0,37325
19800,8.25,1.0,31020
34200,8.25,1.0,31005
20700,9.75,2.0,37259
22500,7.5,1.0,28348
34200,7.5,3.0,29994
31500,8.25,2.0,31742
32400,9.75,3.0,38253
29700,10.0,1.0,37373
34200,7.75,1.0,29155
30600,8.5,1.0,31853
26100,10.0,6.0,41279
28800,9.5,3.0,37024
25200,7.5,1.0,28371
31500,9.0,10.0,41524
22500,7.5,1.0,28265
25200,8.25,1.0,31003
28800,9.0,7.0,38331
26100,7.0,2.0,27330
34200,7.5,3.0,29951
25200,5.25,1.0,20170
22500,8.25,10.0,38357
28800,5.5,5.0,24619
3600,9.0,2.0,34533
31500,8.75,8.0,38404
18000,6.5,1.0,24673
33300,5.25,1.0,20218
21600,9.75,2.0,37300
24300,8.75,3.0,34567
23400,9.25,4.0,37030
20700,8.0,10.0,38284
19800,6.0,2.0,23853
31500,7.5,3.0,30143
34200,7.25,1.0,27386
56700,9.0,1.0,33696
18900,5.0,5.0,22700
31500,6.25,1.0,23806
29700,6.25,9.0,30730
32400,7.0,3.0,28388
22500,9.75,1.0,36393
35100,7.5,1.0,28366
23400,6.25,1.0,23756
25200,6.5,5.0,28360
24300,8.0,2.0,30799
2700,8.75,1.0,32749
35100,7.5,4.0,31092
18900,6.25,2.0,24578
34200,5.75,2.0,22878
35100,7.5,4.0,30873
27000,10.0,2.0,38189
20700,6.75,1.0,25536
33300,6.5,1.0,24726
27000,8.25,1.0,31033
55800,5.5,9.0,27483
77400,5.75,10.0,28994
23400,7.0,3.0,28047
20700,7.25,1.0,27363
22500,8.25,9.0,37306
32400,6.75,3.0,27351
27900,10.0,3.0,38869
18000,10.0,7.0,42509
35100,6.0,2.0,23830
24300,6.25,1.0,23793
20700,9.5,1.0,35427
30600,5.25,1.0,20248
33300,6.75,3.0,27206
34200,8.5,10.0,38900
31500,9.75,1.0,36445
12600,9.25,2.0,35466
68400,7.5,3.0,30152
21600,7.5,1.0,28383
32400,6.75,4.0,28107
58500,5.0,1.0,19314
23400,5.25,1.0,20227
78300,8.25,3.0,32522
32400,6.75,4.0,27965
29700,7.5,5.0,31504
32400,9.75,1.0,36427
29700,8.5,4.0,34145
26100,7.25,1.0,27415
21600,7.25,5.0,30969
24300,7.0,1.0,26473
23400,6.75,3.0,27232
33300,5.25,2.0,21113
24300,6.5,7.0,30010
21600,9.5,5.0,38482
60300,7.25,1.0,27399
28800,5.75,3.0,23483
22500,6.0,1.0,22951
33300,6.75,3.0,27442
22500,8.5,3.0,33488
18000,6.0,2.0,23865
28800,9.5,3.0,37128
26100,5.75,5.0,25424
24300,6.25,1.0,23799
19800,9.5,8.0,41376
24300,6.25,9.0,30004
21600,7.25,1.0,27358
55800,8.5,8.0,37922
41400,8.5,9.0,38208
30600,7.25,1.0,27452
32400,9.25,9.0,41062
20700,5.5,4.0,23768
18000,8.25,3.0,32769
33300,9.25,5.0,37649
30600,10.0,10.0,44496
26100,8.25,1.0,31008
27900,9.5,9.0,42291
38700,6.0,8.0,28206
21600,5.25,10.0,27766
13500,9.5,2.0,36223
35100,10.0,1.0,37241
19800,9.5,2.0,36318
43200,9.0,9.0,39742
31500,6.5,7.0,30044
23400,6.75,2.0,26519
25200,7.75,3.0,31067
30600,7.5,5.0,31554
29700,9.75,4.0,38976
27000,9.25,1.0,34565
54000,7.25,1.0,27359
27900,8.25,3.0,32706
24300,6.75,1.0,25569
33300,9.25,4.0,37208
27000,7.0,10.0,33660
32400,9.5,3.0,37048
19800,6.0,1.0,22941
54000,7.0,3.0,28209
26100,9.5,6.0,39360
4500,7.0,1.0,26570
31500,7.75,3.0,30817
22500,6.75,2.0,26584
18000,9.5,2.0,36339
28800,5.75,4.0,24742
7200,6.25,2.0,24533
26100,9.75,1.0,36459
31500,9.0,5.0,36872
33300,9.25,2.0,35364
20700,9.25,1.0,34641
33300,9.5,3.0,37285
18000,5.75,5.0,25498
24300,8.0,1.0,30141
28800,9.75,4.0,38894
31500,9.25,1.0,34660
27000,5.0,10.0,27003
22500,5.5,4.0,23662
20700,6.5,9.0,31814
33300,5.5,3.0,22817
30600,6.0,5.0,26352
15300,9.0,1.0,33640
28800,10.0,1.0,37354
34200,5.75,2.0,22950
7200,5.5,7.0,26276
27000,6.5,8.0,30637
35100,9.0,4.0,36439
30600,7.5,1.0,28348
76500,8.25,5.0,34090
19800,10.0,1.0,37341
22500,8.75,3.0,34291
34200,8.5,2.0,32774
34200,6.25,1.0,23735
19800,5.0,5.0,22294
23400,8.25,1.0,31053
35100,7.5,10.0,35317
26100,8.75,2.0,33783
18000,5.5,1.0,21095
49500,6.75,3.0,27254
26100,7.5,3.0,29905
33300,9.5,1.0,35531
28800,8.0,1.0,30064
25200,7.0,1.0,26535
18900,5.75,8.0,28360
26100,8.75,8.0,39187
30600,9.0,4.0,36255
23400,5.25,1.0,20251
34200,6.5,2.0,25531
21600,9.5,1.0,35445
35100,8.25,10.0,39013
34200,8.5,2.0,32720
900,8.5,4.0,34642
59400,5.75,2.0,22951
25200,7.0,4.0,28774
34200,6.5,1.0,24734
27900,7.0,4.0,28904
29700,8.0,1.0,30093
23400,9.0,1.0,33721
30600,5.0,1.0,19349
31500,9.75,3.0,38062
28800,10.0,1.0,37309
22500,6.75,1.0,25555
19800,10.0,3.0,38808
28800,7.0,6.0,30898
18000,8.5,1.0,31922
35100,6.25,2.0,24642
34200,9.0,9.0,39901
33300,7.75,1.0,29243
21600,5.25,1.0,20140
25200,6.75,9.0,32526
28800,5.25,1.0,20267
24300,6.25,3.0,25453
34200,7.0,5.0,30097
34200,7.5,3.0,29819
29700,7.75,4.0,31955
18900,6.5,1.0,24626
22500,8.5,1.0,31909
18000,5.75,1.0,22031
81900,9.25,1.0,34617
34200,7.25,4.0,29902
23400,6.25,2.0,24769
18000,6.75,1.0,25653
33300,8.25,1.0,31054
19800,7.0,7.0,31202
19800,9.75,1.0,36449
27900,9.0,5.0,37120
27900,8.25,8.0,36277
67500,9.25,1.0,34652
18000,10.0,2.0,38179
9000,10.0,1.0,37240
34200,8.75,7.0,38031
51300,7.25,3.0,29018
28800,5.75,10.0,29299
27900,9.5,10.0,43023
28800,9.0,4.0,36079
27900,6.0,4.0,25607
33300,5.25,1.0,20235
26100,9.25,3.0,36096
34200,9.5,1.0,35485
18000,5.25,3.0,21988
20700,6.5,8.0,30220
26100,7.0,10.0,33880
21600,9.5,3.0,37291
60300,8.5,2.0,32745
33300,6.0,2.0,23855
34200,5.75,8.0,27486
35100,7.5,1.0,28363
23400,5.25,3.0,22016
32400,8.5,1.0,31926
19800,5.0,3.0,21074
63900,5.0,1.0,19331
27900,5.75,2.0,22717
27000,6.5,3.0,26491
34200,7.0,2.0,27452
20700,9.0,8.0,39494
26100,8.5,5.0,35489
23400,8.25,1.0,31006
9900,6.0,5.0,26235
31500,9.5,1.0,35496
21600,7.25,7.0,32109
27900,7.25,3.0,29141
19800,9.5,9.0,41538
19800,6.75,1.0,25684
22500,10.0,8.0,43338
8100,8.75,1.0,32750
77400,7.5,1.0,28387
20700,6.5,1.0,24710
26100,9.5,6.0,39873
30600,8.5,1.0,31999
22500,6.75,3.0,27063
18900,9.75,3.0,37965
27900,7.75,8.0,34782
24300,7.5,1.0,28334
21600,6.75,2.0,26353
22500,7.5,1.0,28272
27900,5.75,1.0,22034
22500,9.75,2.0,37268
16200,8.75,3.0,34393
26100,6.0,1.0,22882
27900,5.25,2.0,20955
31500,5.75,6.0,26596
27000,6.75,3.0,27245
24300,8.5,1.0,31890
31500,5.75,2.0,22813
25200,5.5,3.0,22838
31500,8.25,4.0,33593
30600,5.5,1.0,21095
22500,8.75,1.0,32736
22500,6.0,4.0,25254
19800,8.25,1.0,31036
33300,10.0,9.0,43535
33300,7.75,3.0,30920
30600,6.5,4.0,27317
28800,8.75,1.0,32776
18900,5.5,3.0,22901
